Set,Exercise Name,Time,Rest,Reps,Weight,Volume,SessionStart,LocalDate,Sport,File,FileBytes
54,Exercise None,00:58.7,,,,,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
55,Exercise None,00:40.7,,2,0 kg,0 kg,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
56,Exercise None,00:57.3,,,,,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
57,Exercise None,00:50.0,,2,0 kg,0 kg,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
58,Exercise None,01:05.8,,,,,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
59,Exercise None,00:47.5,,2,0 kg,0 kg,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
60,Exercise None,00:46.0,,,,,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
61,Exercise None,00:38.4,,5,0 kg,0 kg,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
62,Exercise None,01:02.0,,,,,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
63,Exercise None,00:46.1,,5,0 kg,0 kg,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
64,Exercise None,01:07.9,,,,,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
65,Exercise None,00:54.4,,5,0 kg,0 kg,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
66,Exercise None,00:31.7,,,,,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
67,Exercise None,00:23.6,,1,0 kg,0 kg,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
68,Exercise None,00:24.1,,,,,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
69,Exercise None,00:32.4,,1,0 kg,0 kg,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
70,Exercise None,00:24.0,,,,,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
71,Exercise None,00:22.7,,1,0 kg,0 kg,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
72,Exercise None,00:04.0,,,,,3/03/2025 21:48,3/03/2025,training,j.campton_315869985995.fit,99423
1,Exercise None,10:29.7,,1,0 kg,0 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
2,Exercise None,04:07.2,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
3,Exercise None,00:57.8,,12,20 kg,240 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
4,Exercise None,01:01.1,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
5,Exercise None,00:44.1,,8,30 kg,240 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
6,Exercise None,01:11.4,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
7,Exercise None,00:34.1,,4,37.5 kg,150 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
8,Exercise None,01:24.9,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
9,Exercise None,00:28.1,,2,42.5 kg,85 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
10,Exercise None,01:06.0,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
11,Exercise None,00:28.3,,2,42.5 kg,85 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
12,Exercise None,01:04.8,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
13,Exercise None,00:33.4,,2,42.5 kg,85 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
14,Exercise None,01:02.5,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
15,Exercise None,01:29.0,,3,70 kg,210 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
16,Exercise None,00:45.1,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
17,Exercise None,01:02.8,,6,20 kg,120 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
18,Exercise None,01:36.6,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
19,Exercise None,00:38.9,,4,50 kg,200 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
20,Exercise None,01:24.8,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
21,Exercise None,00:53.3,,4,50 kg,200 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
22,Exercise None,01:11.4,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
23,Exercise None,00:46.4,,4,50 kg,200 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
24,Exercise None,01:33.7,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
25,Exercise None,00:50.8,,4,50 kg,200 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
26,Exercise None,02:19.6,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
27,Exercise None,00:04.7,,4,60 kg,240 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
28,Exercise None,01:21.9,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
29,Exercise None,00:37.1,,4,60 kg,240 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
30,Exercise None,01:56.3,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
31,Exercise None,01:08.5,,3,60 kg,180 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
32,Exercise None,01:53.9,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
33,Exercise None,00:41.6,,4,55 kg,220 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
34,Exercise None,02:35.4,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
35,Exercise None,00:47.7,,4,20 kg,80 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
36,Exercise None,01:13.0,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
37,Exercise None,00:45.1,,4,20 kg,80 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
38,Exercise None,02:33.9,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
39,Exercise None,00:49.1,,4,20 kg,80 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
40,Exercise None,01:19.3,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
41,Exercise None,00:42.3,,4,20 kg,80 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
42,Exercise None,00:57.1,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
43,Exercise None,00:34.6,,8,0 kg,0 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
44,Exercise None,00:44.9,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
45,Exercise None,00:30.7,,8,0 kg,0 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
46,Exercise None,00:39.8,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
47,Exercise None,00:31.5,,8,0 kg,0 kg,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
48,Exercise None,02:04.4,,,,,4/03/2025 21:47,4/03/2025,training,j.campton_316103015648.fit,88131
1,Exercise None,10:57.9,,1,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
2,Exercise None,01:10.8,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
3,Exercise None,00:03.3,,12,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
4,Exercise None,00:53.6,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
5,Exercise None,00:47.5,,8,30 kg,240 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
6,Exercise None,01:02.4,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
7,Exercise None,00:31.1,,4,37.5 kg,150 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
8,Exercise None,01:13.4,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
9,Exercise None,00:36.3,,6,42 kg,252 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
10,Exercise None,01:01.2,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
11,Exercise None,00:38.4,,6,42 kg,252 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
12,Exercise None,01:09.6,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
13,Exercise None,00:41.4,,6,42 kg,252 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
14,Exercise None,01:07.4,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
15,Exercise None,00:41.6,,6,42 kg,252 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
16,Exercise None,01:33.0,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
17,Exercise None,00:38.5,,6,42 kg,252 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
18,Exercise None,01:22.6,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
19,Exercise None,00:34.4,,6,42 kg,252 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
20,Exercise None,01:06.1,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
21,Exercise None,00:37.8,,6,42 kg,252 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
22,Exercise None,01:17.0,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
23,Exercise None,00:37.7,,6,42 kg,252 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
24,Exercise None,02:41.1,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
25,Exercise None,00:53.6,,3,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
26,Exercise None,00:44.3,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
27,Exercise None,00:44.1,,3,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
28,Exercise None,00:59.8,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
29,Exercise None,00:45.0,,3,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
30,Exercise None,00:53.1,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
31,Exercise None,01:01.4,,2,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
32,Exercise None,01:12.1,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
33,Exercise None,00:48.9,,2,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
34,Exercise None,02:38.4,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
35,Exercise None,00:03.1,,2,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
36,Exercise None,03:03.1,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
37,Exercise None,00:08.9,,4,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
38,Exercise None,01:09.1,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
39,Exercise None,00:26.9,,4,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
40,Exercise None,01:31.1,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
41,Exercise None,00:31.8,,4,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
42,Exercise None,01:38.6,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
43,Exercise None,00:33.9,,1,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
44,Exercise None,01:18.8,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
45,Exercise None,00:41.8,,1,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
46,Exercise None,01:38.8,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
47,Exercise None,00:32.3,,1,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
48,Exercise None,01:25.3,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
49,Exercise None,00:32.3,,3,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
50,Exercise None,01:05.8,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
51,Exercise None,00:27.0,,3,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
52,Exercise None,01:48.0,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
53,Exercise None,00:30.7,,3,0 kg,0 kg,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
54,Exercise None,00:12.9,,,,,5/03/2025 21:42,5/03/2025,training,j.campton_316335813544.fit,88500
1,Exercise None,03:53.3,,1,0 kg,0 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
2,Exercise None,01:12.9,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
3,Exercise None,00:04.1,,12,20 kg,240 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
4,Exercise None,01:09.9,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
5,Exercise None,00:42.7,,8,40 kg,320 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
6,Exercise None,01:09.2,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
7,Exercise None,00:32.2,,4,50 kg,200 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
8,Exercise None,01:07.9,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
9,Exercise None,00:29.8,,2,60 kg,120 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
10,Exercise None,01:10.6,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
11,Exercise None,00:29.1,,2,60 kg,120 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
12,Exercise None,01:27.6,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
13,Exercise None,00:27.6,,2,60 kg,120 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
14,Exercise None,01:43.2,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
15,Exercise None,01:01.3,,10,20 kg,200 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
16,Exercise None,00:53.7,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
17,Exercise None,00:56.6,,10,20 kg,200 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
18,Exercise None,00:33.0,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
19,Exercise None,00:48.3,,10,20 kg,200 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
20,Exercise None,01:04.7,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
21,Exercise None,00:46.6,,4,45 kg,180 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
22,Exercise None,01:03.2,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
23,Exercise None,00:34.0,,4,45 kg,180 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
24,Exercise None,01:10.6,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
25,Exercise None,00:33.1,,4,45 kg,180 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
26,Exercise None,00:58.6,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
27,Exercise None,00:38.7,,4,45 kg,180 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
28,Exercise None,01:07.3,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
29,Exercise None,01:27.6,,4,45 kg,180 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
30,Exercise None,01:08.0,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
31,Exercise None,01:19.0,,4,45 kg,180 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
32,Exercise None,01:37.6,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
33,Exercise None,01:22.2,,4,45 kg,180 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
34,Exercise None,01:45.4,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
35,Exercise None,01:21.9,,4,45 kg,180 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
36,Exercise None,01:13.0,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
37,Exercise None,00:24.5,,4,50 kg,200 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
38,Exercise None,03:27.1,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
39,Exercise None,00:43.6,,4,50 kg,200 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
40,Exercise None,00:57.9,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
41,Exercise None,00:39.4,,4,50 kg,200 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
42,Exercise None,00:51.7,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
43,Exercise None,00:38.7,,4,50 kg,200 kg,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
44,Exercise None,00:04.7,,,,,9/03/2025 21:49,9/03/2025,training,j.campton_317290294785.fit,67464
1,Exercise None,08:59.4,,1,0 kg,0 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
2,Exercise None,00:16.3,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
3,Exercise None,00:49.6,,12,20 kg,240 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
4,Exercise None,01:07.5,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
5,Exercise None,00:40.2,,8,27.5 kg,220 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
6,Exercise None,01:16.0,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
7,Exercise None,00:30.9,,4,32.5 kg,130 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
8,Exercise None,01:12.3,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
9,Exercise None,00:29.2,,2,37.5 kg,75 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
10,Exercise None,01:05.8,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
11,Exercise None,00:26.9,,2,37.5 kg,75 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
12,Exercise None,01:16.6,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
13,Exercise None,00:27.4,,2,37.5 kg,75 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
14,Exercise None,01:34.6,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
15,Exercise None,01:10.0,,10,20 kg,200 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
16,Exercise None,01:19.1,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
17,Exercise None,01:04.9,,10,20 kg,200 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
18,Exercise None,01:34.4,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
19,Exercise None,00:47.2,,5,32.5 kg,162.5 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
20,Exercise None,01:10.8,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
21,Exercise None,00:48.1,,5,32.5 kg,162.5 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
22,Exercise None,01:08.7,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
23,Exercise None,00:42.9,,5,32.5 kg,162.5 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
24,Exercise None,01:14.0,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
25,Exercise None,00:41.2,,5,32.5 kg,162.5 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
26,Exercise None,01:18.7,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
27,Exercise None,01:04.1,,5,32.5 kg,162.5 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
28,Exercise None,01:27.5,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
29,Exercise None,00:55.4,,5,32.5 kg,162.5 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
30,Exercise None,01:24.4,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
31,Exercise None,00:55.1,,5,32.5 kg,162.5 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
32,Exercise None,01:20.8,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
33,Exercise None,01:05.1,,5,32.5 kg,162.5 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
34,Exercise None,02:05.1,,,,,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
35,Exercise None,00:31.6,,5,45 kg,225 kg,10/03/2025 21:59,10/03/2025,training,j.campton_317527223737.fit,75817
